status,protein,ligand,type,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,results_dir,pymol_open
SKIP,cftr_zebrafish.pdb,cyanopeptolinA_2D.sdf,transporteur,cftr_zebrafish__cyanopeptolinA,-8.194,1.779,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__cyanopeptolinA/out.pdb
SKIP,cftr_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,cftr_zebrafish__microcystineLR,-8.325,1.767,/Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/cftr_zebrafish__microcystineLR/out.pdb
SKIP,ppp5c_moule.pdb,microgininFR1_2D.sdf,enzyme,ppp5c_moule__microgininFR1,-8.297,1.465,/Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__microgininFR1/out.pdb
SKIP,ppp5c_moule.pdb,aeruginosin98A_2D.sdf,enzyme,ppp5c_moule__aeruginosin98A,-9.781,1.623,/Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/ppp5c_moule__aeruginosin98A/out.pdb
SKIP,slco1c1_rattus.pdb,aeruginosin98A_2D.sdf,transporteur,slco1c1_rattus__aeruginosin98A,-7.655,1.404,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__aeruginosin98A/out.pdb
SKIP,slco1c1_rattus.pdb,cyanopeptolinA_2D.sdf,transporteur,slco1c1_rattus__cyanopeptolinA,-8.132,1.565,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__cyanopeptolinA/out.pdb
SKIP,slco1c1_rattus.pdb,microgininFR1_2D.sdf,transporteur,slco1c1_rattus__microgininFR1,-7.956,1.244,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microgininFR1/out.pdb
SKIP,slco1c1_rattus.pdb,microcystineLR_2D.sdf,transporteur,slco1c1_rattus__microcystineLR,-7.843,1.796,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_rattus__microcystineLR/out.pdb
SKIP,slco1c1_xenope.pdb,aerucyclamideA_3D.sdf,transporteur,slco1c1_xenope__aerucyclamideA_3D,-6.023,1.797,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aerucyclamideA_3D/out.pdb
SKIP,slco1c1_xenope.pdb,aeruginosin98A_2D.sdf,transporteur,slco1c1_xenope__aeruginosin98A,-8.585,1.493,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__aeruginosin98A/out.pdb
SKIP,slco1c1_xenope.pdb,cyanopeptolinA_2D.sdf,transporteur,slco1c1_xenope__cyanopeptolinA,-6.616,1.523,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__cyanopeptolinA/out.pdb
SKIP,slco1c1_xenope.pdb,microcyclamide7806B_3D.sdf,transporteur,slco1c1_xenope__microcyclamide7806B_3D,-6.944,1.453,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcyclamide7806B_3D/out.pdb
SKIP,slco1c1_xenope.pdb,microcystineLR_2D.sdf,transporteur,slco1c1_xenope__microcystineLR,-8.416,1.63,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microcystineLR/out.pdb
SKIP,slco1c1_xenope.pdb,microgininFR1_2D.sdf,transporteur,slco1c1_xenope__microgininFR1,-7.957,1.316,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_xenope__microgininFR1/out.pdb
SKIP,slco1c1_zebrafish.pdb,aeruginosin98A_2D.sdf,transporteur,slco1c1_zebrafish__aeruginosin98A,-8.597,2.081,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__aeruginosin98A/out.pdb
SKIP,slco1c1_zebrafish.pdb,cyanopeptolinA_2D.sdf,transporteur,slco1c1_zebrafish__cyanopeptolinA,-6.625,1.33,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__cyanopeptolinA/out.pdb
SKIP,slco1c1_zebrafish.pdb,microcyclamide7806B_3D.sdf,transporteur,slco1c1_zebrafish__microcyclamide7806B_3D,-6.723,1.703,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcyclamide7806B_3D/out.pdb
SKIP,slco1c1_zebrafish.pdb,microcystineLR_2D.sdf,transporteur,slco1c1_zebrafish__microcystineLR,-7.374,3.824,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microcystineLR/out.pdb
SKIP,tmprss2_rattus.pdb,aeruginosin98A_2D.sdf,enzyme,tmprss2_rattus__aeruginosin98A,-8.06,2.214,/Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_rattus__aeruginosin98A/out.pdb
SKIP,tmprss2_xenope.pdb,microcystineLR_2D.sdf,enzyme,tmprss2_xenope__microcystineLR,-7.985,1.825,/Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/tmprss2_xenope__microcystineLR/out.pdb
SKIP,slco1c1_zebrafish.pdb,microgininFR1_2D.sdf,transporteur,slco1c1_zebrafish__microgininFR1,-7.012,1.12,/Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/REFINE/slco1c1_zebrafish__microgininFR1/out.pdb
